item>>brand,item>>categories,item>>description,item>>image,item>>instock,item>>price,item>>sku,item>>title,item>>url,"item>>Вес, кг",item>>Высота (см),item>>Высота товара в индивидуальной упаковке (см),item>>Гарантия (лет),item>>Глубина товара в индивидуальной упаковке (см),item>>Диаметр трубы подключения (дюйм),item>>Количество секций,item>>Максимальное давление (бар),item>>Марка,item>>Межосевое расстояние (см),item>>Объем (л),item>>Основной материал,item>>Площадь нагрева (в м²),item>>Рабочее давление (бар),item>>Серия,item>>Страна производства,item>>Теплоотдача (Вт),item>>Тип подводки,item>>Цвет,item>>Ширина (см),item>>Ширина товара в индивидуальной упаковке (см)
ROYAL THERMO,"Водоснабжение,Радиаторы отопления,Радиаторы биметаллические","Биметаллический дизайн-радиатор для любых систем отопления с боковым подключениемАэродинамический дизайн BILINER ®Разработанный IPG Design Studio (Италия) совместно с экспертами НИИ Сантехники (Россия) аэродинамический дизайн BILINER позволил достичь революционной тепловой эффективности радиатора при компактных размерах.Повышенная мощность, технология POWERSHIFT ®Дополнительное оребрение на вертикальном коллекторе секции увеличивает теплоотдачу радиатора на 5%. Такое решение способствует более быстрому обогреву помещений при том же размере и весе секций.100% НАСТОЯЩИЙ БИМЕТАЛЛПрименение полностью стального закладного элемента, выполненного из углеродистой стали марки 20, которая отличается повышенной коррозионной стойкостью и эксплуатационной надежностью. Гарантирует надежную работу в системах, подверженных гидроударам и с химически агрессивными теплоносителями (в том числе антифризами).Oxsilan® 9807 – новое поколение экологически чистого покрытия без тяжелых металлов и фосфатовOxsilan® 9807 наносится на секцию радиатора перед покраской и за счет улучшенной адгезии лакокрасочного покрытия повышает антикоррозийную стойкость и долговечность радиаторов.Сверхстойкая 7-этапная NANO-покраска TECNOFIRMA®Нанесение экологически чистых нано-красок AkzoNobel (Нидерланды) и FreiLacke (Германия) в семь этапов гарантирует стойкость к механическим повреждениям и обеспечивает долговечность покрытия радиатора в помещениях с повышенной влажностью.Цветовые возможности COLORPLUSТри цвета Bianco Traffico, Silver Satin и Noir Sable дизайнерской палитры FUTURA AKZONOBEL (Нидерланды) позволяют создать абсолютно уникальный радиатор.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/81979196.jpg",Доступно для заказа,4368.00,81979196,Радиатор Royal Thermo BiLiner 500 4 секции Bianco Traffico боковое подключение биметалл,https://leroymerlin.ru/product/radiator-royal-thermo-biliner-500-4-sekcii-bianco-traffico-bokovoe-podklyuchenie-bimetall-81979196/,7.591,57.4,64.5,25,11.9,"1""",4,45.0,ROYAL THERMO,500,0.82,Сталь / алюминий,8.0,30.0,BIliner,Россия,684,Боковой,Белый,32.0,35.9
ROYAL THERMO,"Электротовары,Электрический обогрев дома и квартиры,Товары для отопления квартиры и дачи","Биметаллический дизайн-радиатор для любых систем отопления с боковым подключениемАэродинамический дизайн BILINER ®Разработанный IPG Design Studio (Италия) совместно с экспертами НИИ Сантехники (Россия) аэродинамический дизайн BILINER позволил достичь революционной тепловой эффективности радиатора при компактных размерах.Повышенная мощность, технология POWERSHIFT ®Дополнительное оребрение на вертикальном коллекторе секции увеличивает теплоотдачу радиатора на 5%. Такое решение способствует более быстрому обогреву помещений при том же размере и весе секций.100% НАСТОЯЩИЙ БИМЕТАЛЛПрименение полностью стального закладного элемента, выполненного из углеродистой стали марки 20, которая отличается повышенной коррозионной стойкостью и эксплуатационной надежностью. Гарантирует надежную работу в системах, подверженных гидроударам и с химически агрессивными теплоносителями (в том числе антифризами).Oxsilan® 9807 – новое поколение экологически чистого покрытия без тяжелых металлов и фосфатовOxsilan® 9807 наносится на секцию радиатора перед покраской и за счет улучшенной адгезии лакокрасочного покрытия повышает антикоррозийную стойкость и долговечность радиаторов.Сверхстойкая 7-этапная NANO-покраска TECNOFIRMA®Нанесение экологически чистых нано-красок AkzoNobel (Нидерланды) и FreiLacke (Германия) в семь этапов гарантирует стойкость к механическим повреждениям и обеспечивает долговечность покрытия радиатора в помещениях с повышенной влажностью.Цветовые возможности COLORPLUSТри цвета Bianco Traffico, Silver Satin и Noir Sable дизайнерской палитры FUTURA AKZONOBEL (Нидерланды) позволяют создать абсолютно уникальный радиатор.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/81979187.jpg",Доступно для заказа,6780.00,81979187,Радиатор Royal Thermo BiLiner 500 6 секций Noir Sable боковое подключение биметалл,https://leroymerlin.ru/product/radiator-royal-thermo-biliner-500-6-sekciy-noir-sable-bokovoe-podklyuchenie-bimetall-81979187/,11.379,57.4,11.6,25,63.7,"1""",6,45.0,ROYAL THERMO,500,1.23,Сталь / алюминий,11.0,30.0,BIliner,Россия,1026,Боковой,Черный,48.0,50.9
MONLAN,"Электротовары,Электрический обогрев дома и квартиры,Товары для отопления квартиры и дачи","Биметаллический радиатор торговой марки Monlan имеет десять секций панельного типа и может вмещать 18 л теплоносителя. Прибор предназначен для организации систем отопления под давлением, способен выдерживать до 30 атм. Радиатор подсоединяется к трубам диаметром 1 дюйм. Изделие имеет оптимальные размеры – 822х570х80 мм, расстояние между осями составляет 500 мм. Элементы конструкции, внутри которых циркулирует теплоноситель, изготовлены из стали, внешние пластины – из алюминия. Преимущества: - высококачественная сталь, из которой изготовлена основная конструкция прибора, обеспечивает антикоррозийные свойства, алюминиевые пластины – высокую теплоотдачу; - срок службы биметаллического радиатора может достигать 25 лет; - однородная поверхность внутренних каналов способствует беспрепятственному перемещению теплоносителя. «Леруа Мерлен» предлагает купить эстетичные и надежные биметаллические радиаторы Monlan по конкурентной цене.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/13276831.jpg",,6840.00,13276831,Радиатор Monlan 500/80 10 секций боковое подключение биметалл,https://leroymerlin.ru/product/radiator-monlan-500-80-10-sekciy-bokovoe-podklyuchenie-bimetall-13276831/,13.197,55.7,8.9,15,84,"1""",10,38.0,MONLAN,500,1.7,Сталь / алюминий,13.0,25.0,Bimetal,Китай,1290,Боковой,Белый,7.6,60
EQUATION,"Водоснабжение,Радиаторы отопления,Радиаторы биметаллические","Скачать документы сертификацииРадиатор Equation 500/80/12 устанавливается в системах водяного отопления жилых зданий для обогрева помещений площадью до 19,3 м². Биметаллический корпус изготовлен из стали и алюминия. Цвет — белый. Размер радиатора — 96 × 56,8 × 8 см.Изделие вмещает 2,16 л теплоносителя. Рабочее давление в системе отопления — 20 бар. Вид подключения радиатора — боковой. Монтаж производится трубами или фитингами с резьбой диаметром 1"". Страна изготовления — Россия, гарантия производителя — 20 лет.ОсобенностиМодель состоит из 12 секций, соединенных резьбовыми втулками с герметичными прокладками.Теплоотдача радиатора составляет 1928 Вт.Особая форма секций обеспечивает хорошую циркуляцию воздуха в помещении, что позволяет прогревать его быстро и равномерно.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/86565621.jpg",Доступно для заказа,10535.00,86565621,"Радиатор Equation 500/80/12, 12 секций, боковое подключение, биметалл",https://leroymerlin.ru/product/radiator-equation-500-80-12-86565621/,19.559,56.8,9.4,20,98.9,"1""",12,,EQUATION,500,2.16,Сталь / алюминий,19.3,20.0,Bimetal,Россия,1932,Боковой,Белый,96.0,60.5
EQUATION,"Водоснабжение,Радиаторы отопления,Радиаторы биметаллические","Equation - биметаллический радиатор водяного отопления, предназначенный для обогрева жилых помещений. Радиатор включает 5 секций. Биметаллический радиатор представляет собой конструкцию, выполненную из стальных труб, залитых под высоким давлением высококачественным алюминиевым сплавом. Благодаря подобной конструкции в этих радиаторах удачно сочетаются прочностные характеристики и высокий номинальный тепловой поток. Биметаллические радиаторы отопления обладают повышенной прочностью и способны выдерживать большие перепады давления. Надежность и эффективность биметаллических радиаторов отопления обеспечивают безопасность и долгий срок службы. Рекомендованы к установке в квартире. Радиаторы Equation – это современное решение для создания комфортного микроклимата в Вашем доме. Произведено на заводе RIFAR","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/18360696.jpg",Доступно для заказа,5685.00,18360696,Радиатор Equation 500/100 5 секций боковое подключение биметалл,https://leroymerlin.ru/product/radiator-equation-500-100-5-sekciy-bokovoe-podklyuchenie-bimetall-18360696/,9.27,57.0,10.6,15,59.2,"1""",5,30.0,EQUATION,500,1.0,Сталь / алюминий,10.0,20.0,,Россия,1464,Боковой,Белый,40.0,40.2
EQUATION,"Водоснабжение,Радиаторы отопления,Радиаторы биметаллические","Радиатор EQUATION биметаллический двухсторонний можно применять как при строительстве новых, так и при модернизации существующих систем отопления. Эти радиаторы отлично подойдут для помещений с панорамными окнами или витринным остеклением, где очень важен эстетичный внешний вид обеих сторон радиатора. Двухсторонняя конструкция — это не только универсальность и практичность, но и интересный дизайн и новый облик прибора, который создает уют и дает тепло вашему дому.ПреимуществаСекция радиатора состоит из стальной трубы, залитой под высоким давлением высокопрочным алюминиевым сплавом.Марка стали – «СЕВЕРКОР ЮНИ». В ее микроструктуре отсутствуют Коррозионно-Активные Неметаллические Включения (КАНВ), благодаря чему эта сталь обладает высокими антикоррозионными свойствами.Герметичность межсекционного стыка радиатора EQUATION достигается за счет образования замкового соединения. На торцах секций отфрезерованы проточки, в которые при сборке радиатора устанавливают прокладку из EPDM. Прокладка надежно фиксируется и гарантировано защищена слоем металла от выдавливания.Резьба в радиаторе EQUATION биметаллический выполняется и контролируется в строгом соответствии с ГОСТ 6357-81. Качественная и чистая резьба, без наплывов краски и дефектов - важная составляющая надежности прибора.Радиаторы идеально окрашены со всех сторон. Стандартный цвет - RAL 9016. Белоснежно белый цвет. Высококачественная порошковая эмаль наносится равномерно, без подтеков и наплывов и в течение всего срока службы придает безупречный внешний вид прибору.Радиаторы EQUATION биметаллический двухсторонний представлены тремя моделями с межосевыми расстояниями 500, 350 и 200 мм. Они имеют высокую теплоотдачу и могут применяться в системах отопления с любым типом теплоносителя: вода, антифриз или масло. Высокая теплоотдача достигается за счет продуманной симметричной конструкции радиатора, а также за счет большой металлоёмкости изделия и увеличенной площади поверхности боковых теплопередающих ребер.Имеют модификацию VENTIL с нижним подключением, под стандартный узел с межосевым расстоянием 50 мм.В Радиаторе EQUATION биметаллический двухсторонний с нижним подключением предустановлены: заглушки, кран Маевского и термостатический клапан. Для его подключения к системе отопления рекомендуем приобрести: двойной узел нижнего подключения прямой или угловой с внутренней резьбой на ¾ дюйма типа - евроконус. Для удобства регулировки температуры в помещении рекомендуем приобрести автоматический терморегулятор Для бокового подключения радиатора EQUATION биметаллический двухсторонний к системе отопления, в зависимости от диаметра подводных труб необходимо приобрести монтажный комплект 1""х3/4"" или 1""х1/2"" дюймаОбратите внимание. В радиаторе EQUATION биметаллический двухсторонний зазор между секциями составляет от 3,5 до 4,2 мм. Поэтому для настенного крепления прибора рекомендуем вам подобрать кронштейны толщиной не более 3,5 мм. Например, настенные регулируемые кронштейны RIFAR.Крепеж радиатора EQUATION биметаллический двухсторонний к полу удобно производить с помощью напольных регулируемых кронштейнов RIFAR","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/89106830.jpg",Доступно для заказа,11400.00,89106830,Радиатор Equation 500/90 10 секций двухсторонний биметалл,https://leroymerlin.ru/product/radiator-equation-500-90-10-sekciy-dvuhstoronniy-bimetall-89106830/,15.81,56.3,57.3,20,10.0,"1""",10,,EQUATION,500,2.0,Сталь / алюминий,17.5,20.0,Bimetal,Россия,1980,Боковой,Белый,80.0,81.0
ROYAL THERMO,"Водоснабжение,Радиаторы отопления,Радиаторы биметаллические","Биметаллический дизайн-радиатор PianoForte Tower внешне напоминает парящий в воздухе небоскреб. Такой радиатор станет идеальным решением, когда необходимо обогреть помещение с большими окнами во всю стену, эркером или широким окном с балконной дверью в пол, где невозможно найти место для установки радиаторов с большим количеством секций. Как правило, радиаторы отопления PianoForte Tower идеально подходят для интерьеров стилей «лофт», «хай-тек», шале, используются в офисных и торговых центрах.Радиатор отличается не только оригинальным дизайном, но и высокой теплоотдачей, которая достигается за счет большого числа секций, фронтальных конвективных окон и дополнительного оребрения на вертикальном коллекторе каждой секции.Внимание! Товар весом более 25 кг. необходимо перемещать минимум двумя людьми или с помощью механизированного оборудования.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/82477708.jpg",,50720.00,82477708,Радиатор Royal Thermo PianoForte Tower 22 секции Noir Sable боковое подключение биметалл,https://leroymerlin.ru/product/radiator-royal-thermo-pianoforte-tower-22-sekcii-noir-sable-bokovoe-podklyuchenie-bimetall-82477708/,48.7,59.1,61.1,25,12.0,"1""",22,45.0,ROYAL THERMO,500,4.51,Сталь / алюминий,21.0,30.0,Pianoforte,Россия,1968,Боковой,Черный,176.0,178.0
MONLAN,"Электротовары,Электрический обогрев дома и квартиры,Товары для отопления квартиры и дачи","Биметаллический радиатор торговой марки Monlan панельного типа включает двенадцать секций. Прибор подсоединяется к трубам диаметром 1 дюйм в системах водяного отопления. Теплоноситель циркулирует по элементам конструкции, изготовленным из стали. Высокую теплоотдачу обеспечивают алюминиевые пластины. Изделие надежно благодаря способу производства – литью под высоким давлением. Радиатор имеет оптимальные размеры – 977х570х80 мм, расстояние между осями составляет 500 мм. Преимущества: - может применяться в системах с теплоносителями низкого качества благодаря антикоррозийным свойствам стали; - позволяет эффективно обогревать большую площадь помещений за счет значительного количества секций; - современный внешний вид изделия подходит к любым интерьерам. «Леруа Мерлен» предлагает купить высокоэффективные биметаллические радиаторы Monlan для создания надежных систем отопления. Наши цены – конкурентны.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/13276874.jpg",,8208.00,13276874,Радиатор Monlan 500/80 12 секций боковое подключение биметалл,https://leroymerlin.ru/product/radiator-monlan-500-80-12-sekciy-bokovoe-podklyuchenie-bimetall-13276874/,16.617,55.7,9.1,15,94.1,"1""",12,38.0,MONLAN,500,2.16,Сталь / алюминий,15.5,25.0,Bimetal,Китай,1548,Боковой,Белый,7.6,56.7
RIFAR,"Электротовары,Электрический обогрев дома и квартиры,Товары для отопления квартиры и дачи","Радиатор RIFAR MONOLIT включает шесть секций. Биметаллический отопительный прибор способен эффективно поддерживать температуру в помещении благодаря тепловой мощности 828 Вт. Радиатор применяется при организации водяных отопительных систем, подсоединяется к трубам диаметром 3/4 дюйма. Основная конструкция изготовлена из стали, пластины – из алюминия. Расстояние между осями составляет 350 мм. Преимущества: - единая конструкция обеспечивает возможность эксплуатации прибора при высоких давлениях; - некачественный теплоноситель не ухудшает функциональных возможностей прибора благодаря рабочим каналам, изготовленным из высококачественной стали; - производитель гарантирует бесперебойную эксплуатацию в течение 10 лет; - внешний вид изделия соответствует представлениям об эстетике интерьеров. «Леруа Мерлен» предлагает купить надежные биметаллические радиаторы российского бренда RIFAR с целью создания энергоэффективной отопительной системы. Цены – ниже среднерыночного уровня.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/13313778.jpg",Доступно для заказа,7851.00,13313778,Радиатор Rifar Monolit 350 6 секций боковое подключение биметалл,https://leroymerlin.ru/product/radiator-rifar-monolit-350-6-sekciy-bokovoe-podklyuchenie-bimetall-13313778/,9.196,41.5,11.1,25,49.6,"3/4""",6,45.0,RIFAR,350,1.08,Сталь / алюминий,8.28,30.0,Monolit,Россия,828,Боковой,Белый,48.0,47.4
RIFAR,"Электротовары,Электрический обогрев дома и квартиры,Товары для отопления квартиры и дачи","Радиатор RIFAR MONOLIT состоит из восьми секций и обеспечивает тепловую мощность 1 088 кВт. Биметаллический отопительный прибор изготовлен с применением инновационной технологии покраски: поверхность покрыта конверсионным слоем, анафорезным грунтом и порошковой эмалью. Основная конструкция изготовлена из стали, внешние панели – из алюминия. Радиатор имеет компактные размеры – 640х415х100 мм, межосевое расстояние – 350 мм. Преимущества: - цельная сварная конструкция позволяет выдерживать высокое рабочее давление – до 100 атм; - может эксплуатироваться при температуре до +135 °C; - в своем классе отопительный прибор обладает одним из наиболее высоких показателей мощности. В «Леруа Мерлен» можно купить биметаллические радиаторы торговой марки RIFAR по доступной цене. Для установки радиатора необходимы дополнительные фитинги – кран Маевского и заглушка, шаровый кран.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/13313831.jpg",Доступно для заказа,10468.00,13313831,Радиатор Rifar Monolit 350 8 секций боковое подключение биметалл,https://leroymerlin.ru/product/radiator-rifar-monolit-350-8-sekciy-bokovoe-podklyuchenie-bimetall-13313831/,12.25,41.5,11.4,25,65.6,"3/4""",8,45.0,RIFAR,350,1.44,Сталь / алюминий,11.0,30.0,Monolit,Россия,1104,Боковой,Белый,64.0,47.1
RIFAR,"Электротовары,Электрический обогрев дома и квартиры,Товары для отопления квартиры и дачи","Радиатор RIFAR MONOLIT изготовлен российской компанией «Рифар» с помощью инновационной технологии сварки. Отсутствие резьбовых соединений обеспечивает возможность эксплуатации при высоких давлениях – до 100 атм. Полная герметичность исключает протечки, конструкция не деформируется при некачественных теплоносителях. Основные элементы изготовлены из стали, панели – из алюминия. Заводом предусмотрены межосевое расстояние 350 мм и резьба 3/4 дюйма. Для подсоединения радиатора к трубам меньшего диаметра необходимы переходники. Крепежные элементы не входят в комплект. Преимущества: - радиатор пригоден к использованию в централизованных и локальных системах; - могут применяться любые виды теплоносителей, сертифицированные для водяных систем отопления; - производитель предусматривает срок эксплуатации прибора не менее 25 лет; - уникальная покраска исключает царапины и другие виды внешних повреждений. В «Леруа Мерлен» можно купить биметаллические радиаторы торговой марки RIFAR по доступной цене. Рекомендуется подобрать к ним соответствующие фитинги и кронштейны для крепления.","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/13313874.jpg",Доступно для заказа,13085.00,13313874,Радиатор Rifar Monolit 350 10 секций боковое подключение биметалл,https://leroymerlin.ru/product/radiator-rifar-monolit-350-10-sekciy-bokovoe-podklyuchenie-bimetall-13313874/,15.319,41.5,11.1,25,81.7,"3/4""",10,45.0,RIFAR,350,0.72,Сталь / алюминий,13.8,30.0,Monolit,Россия,1380,Боковой,Белый,80.0,47.5
EQUATION,"Водоснабжение,Радиаторы отопления,Радиаторы биметаллические","Радиатор EQUATION биметаллический двухсторонний можно применять как при строительстве новых, так и при модернизации существующих систем отопления. Эти радиаторы отлично подойдут для помещений с панорамными окнами или витринным остеклением, где очень важен эстетичный внешний вид обеих сторон радиатора. Двухсторонняя конструкция — это не только универсальность и практичность, но и интересный дизайн и новый облик прибора, который создает уют и дает тепло вашему дому.ПреимуществаСекция радиатора состоит из стальной трубы, залитой под высоким давлением высокопрочным алюминиевым сплавом.Марка стали – «СЕВЕРКОР ЮНИ». В ее микроструктуре отсутствуют Коррозионно-Активные Неметаллические Включения (КАНВ), благодаря чему эта сталь обладает высокими антикоррозионными свойствами.Герметичность межсекционного стыка радиатора EQUATION достигается за счет образования замкового соединения. На торцах секций отфрезерованы проточки, в которые при сборке радиатора устанавливают прокладку из EPDM. Прокладка надежно фиксируется и гарантировано защищена слоем металла от выдавливания.Резьба в радиаторе EQUATION биметаллический выполняется и контролируется в строгом соответствии с ГОСТ 6357-81. Качественная и чистая резьба, без наплывов краски и дефектов - важная составляющая надежности прибора.Радиаторы идеально окрашены со всех сторон. Стандартный цвет - RAL 9016. Белоснежно белый цвет. Высококачественная порошковая эмаль наносится равномерно, без подтеков и наплывов и в течение всего срока службы придает безупречный внешний вид прибору.Радиаторы EQUATION биметаллический двухсторонний представлены тремя моделями с межосевыми расстояниями 500, 350 и 200 мм. Они имеют высокую теплоотдачу и могут применяться в системах отопления с любым типом теплоносителя: вода, антифриз или масло. Высокая теплоотдача достигается за счет продуманной симметричной конструкции радиатора, а также за счет большой металлоёмкости изделия и увеличенной площади поверхности боковых теплопередающих ребер.Имеют модификацию VENTIL с нижним подключением, под стандартный узел с межосевым расстоянием 50 мм.В Радиаторе EQUATION биметаллический двухсторонний с нижним подключением предустановлены: заглушки, кран Маевского и термостатический клапан. Для его подключения к системе отопления рекомендуем приобрести: двойной узел нижнего подключения прямой или угловой с внутренней резьбой на ¾ дюйма типа - евроконус. Для удобства регулировки температуры в помещении рекомендуем приобрести автоматический терморегулятор Для бокового подключения радиатора EQUATION биметаллический двухсторонний к системе отопления, в зависимости от диаметра подводных труб необходимо приобрести монтажный комплект 1""х3/4"" или 1""х1/2"" дюймаОбратите внимание. В радиаторе EQUATION биметаллический двухсторонний зазор между секциями составляет от 3,5 до 4,2 мм. Поэтому для настенного крепления прибора рекомендуем вам подобрать кронштейны толщиной не более 3,5 мм. Например, настенные регулируемые кронштейны RIFAR.Крепеж радиатора EQUATION биметаллический двухсторонний к полу удобно производить с помощью напольных регулируемых кронштейнов RIFAR","https://res.cloudinary.com/lmru/image/upload/b_white,c_pad,d_photoiscoming.png,f_auto,h_2000,q_auto,w_2000/v1/LMCode/89106827.jpg",Доступно для заказа,4560.00,89106827,Радиатор Equation 500/90 4 секции двухсторонний биметалл,https://leroymerlin.ru/product/radiator-equation-500-90-4-sekcii-dvuhstoronniy-bimetall-89106827/,6.56,56.3,57.3,20,10.0,"1""",4,,EQUATION,500,0.8,Сталь / алюминий,7.0,20.0,Bimetal,Россия,700,Боковой,Белый,32.0,33.0
