product>>brand,product>>categories,product>>color,product>>description,product>>gender,product>>image,product>>instock,product>>price,product>>rating,product>>seller,product>>sku,product>>title,product>>total_reviews,product>>url
Zolla,"Одежда, Женщинам, Блузы и рубашки",Бежевый,"Стильная женская рубашка с леопардовым принтом поможет вам создать множество стильных образов в деловом и кэжуал стилях. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, накладные нагрудные карманы, закруглённая нижняя кромка, пуговицы скрыты под планкой. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 84-61-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-5/6167443277.jpg,yes,1025,4.8,Zolla,418500956,Рубашка Zolla,4,https://www.ozon.ru/product/rubashka-zolla-418500956/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Бежевый,"Изящная блузка из легкого материала с принтом в крапинку. Объемный силуэт, фигурный вырез с бантом, длинный рукав с манжетой на двух пуговицах Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 81-57-86 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-z/6167454683.jpg,yes,1214,5.0,Zolla,416371081,Блузка Zolla,6,https://www.ozon.ru/product/bluzka-zolla-416371081/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Голубой,"Нежная женственная блузка из эластичной фактурной ткани добавит вашим образам лёгкости и изящества. Прилегающий силуэт, круглый вырез, короткий рукав фасона ""фонарик"" на резинке. Размер на модели: XS. Рост модели: 174 см. ОГ-ОТ-ОБ: 86-58-90,5 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-p/6262170565.jpg,yes,1133,0.0,Zolla,507119848,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-507119848/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Бежевый,"Очаровательная женская блузка с леопардовым узором подойдёт как для нестрогого офисного дресс-кода, так и для романтичного повседневного образа. Силуэт ""баллон"", треугольный вырез на пуговицах, рукав 3/4 с эластичной манжетой-резинкой, эластичная утягивающая резинка на нижней кромке. Размер на модели: XS. Рост модели: 174 см. ОГ-ОТ-ОБ: 86-58-90,5 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-8/6272385980.jpg,yes,1376,0.0,Zolla,522377872,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-522377872/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,"Нарядная женская блузка из эластичного трикотажа с нежным цветочным узором и пояском в тон подойдет как для нестрогого офисного дресс-кода, так и для комфортной повседневной носки. Эластичный материал, полуприлегающий силуэт, круглый вырез, рукав 3/4, съёмный тканевый пояс в комплекте. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-a/6234939322.jpg,yes,1034,4.8,Zolla,468946173,Блузка Zolla,11,https://www.ozon.ru/product/bluzka-zolla-468946173/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Розовый,"Нежно-розовая рубашка свободного силуэта, выполненная из лёгкого и комфортного материала с высоким содержанием хлопка. Отложной воротник, длинный спущенный рукав с манжетой на пуговице, накладной нагрудный карман. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 84-61-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-l/6234929433.jpg,yes,1439,0.0,Zolla,470136669,Рубашка Zolla,0,https://www.ozon.ru/product/rubashka-zolla-470136669/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Удлинённая белая женская рубашка с контрастными принтами-надписями поможет добавить оригинальности и разнообразит привычный деловой образ. Эластичная ткань, прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, нагрудный накладной карман, закруглённый нижний край, удлинённая спинка, застёжка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-6/6234917034.jpg,yes,1403,4.7,Zolla,468935890,Рубашка Zolla,3,https://www.ozon.ru/product/rubashka-zolla-468935890/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Женская футболка из эластичного трикотажа с акцентной отделкой на вырезе и рукавах - идеальная основа для множества повседневных образов. Прямой силуэт, V-образный вырез, короткие рукава, эластичная резинка с блёстками на вырезе и кромке рукавов, короткие боковые разрезы. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 83-60-88 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-i/6247644990.jpg,yes,899,5.0,Zolla,484803288,Блузка Zolla,4,https://www.ozon.ru/product/bluzka-zolla-484803288/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Голубой,"Женская блузка прямого силуэта выполнена из лёгкого полупрозрачного материала с фактурным узором и блестящими нитями люрекса. Прямой силуэт, непрозрачный подклад, круглый вырез, рукав фасона ""фонарик"" 3/4 с эластичной резинкой на манжете, застёжка на пуговицу на вороте сзади. Размер на модели: XS. Рост модели: 177 см. ОГ-ОТ-ОБ: 82-61-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-k/6247644956.jpg,yes,1439,5.0,Zolla,487544129,Блузка Zolla,2,https://www.ozon.ru/product/bluzka-zolla-487544129/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,"Очаровательная женская блузка с цветочным узором подойдёт как для нестрогого офисного дресс-кода, так и для романтичного повседневного образа. Силуэт ""баллон"", треугольный вырез с короткой планкой на пуговицах, длинный рукав с манжетой на пуговице, эластичная утягивающая резинка на нижней кромке. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-t/6272385893.jpg,yes,1376,0.0,Zolla,522377035,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-522377035/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,"Принтованная белая женская рубашка из лёгкой вискозной ткани с животным паттерном эффектно дополнит ваш повседневный образ в стиле кэжуал. Свободный oversize силуэт, отложной воротник, спущенная линия плеча, длинный рукав с манжетой на пуговице, закруглённая нижняя кромка, планка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-b/6234939215.jpg,yes,962,5.0,Zolla,468946259,Рубашка Zolla,2,https://www.ozon.ru/product/rubashka-zolla-468946259/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,"Изящная блузка из легкого материала с цветочным принтом. Прямой силуэт, фигурный вырез с бантом, длинный рукав с манжетой на пуговице. Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 81-57-86 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-8/6234955664.jpg,yes,962,0.0,Zolla,468950805,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-468950805/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Удлинённая белая женская рубашка с крупным стильным принтом поможет добавить оригинальности и разнообразит привычный деловой образ. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, закруглённый нижний край, удлинённая спинка, застёжка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-f/6234929571.jpg,yes,1309,5.0,Zolla,470136136,Рубашка Zolla,2,https://www.ozon.ru/product/rubashka-zolla-470136136/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Голубой,"Светлая женская рубашка с длинным рукавом - классический вариант для комфортной работы и приятного отдыха. Свободный силуэт, отложной воротник, спущенная линия плеча, длинный рукав с манжетой на пуговице, накладной нагрудный карман с металлическим пином-нашивкой, удлинённая спинка, короткие боковые разрезы, застёжка на пуговицы под планкой. Размер на модели: XS. Рост модели: 175 см. ОГ-ОТ-ОБ: 86-58-90 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-m/6234929650.jpg,yes,1295,5.0,Zolla,468940900,Рубашка Zolla,3,https://www.ozon.ru/product/rubashka-zolla-468940900/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Голубой,"Фланелевая рубашка свободного силуэта с клетчатым узором в пастельной гамме. Отложной воротник, накладные нагрудные карманы, длинный спущенный рукав с манжетой на пуговице. Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 81-57-86 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-k/6234955856.jpg,yes,1882,5.0,Zolla,468955071,Рубашка Zolla,2,https://www.ozon.ru/product/rubashka-zolla-468955071/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,"Элегантная блузка из мягкой вискозной ткани с плотным цветочным узором подойдёт как для офиса, так и для вечернего мероприятия. Прямой силуэт, воротник стойка с эластичной резинкой, длинный рукав с эластичной манжетой-резинкой, застёжка на пуговицы на воротнике сзади. Размер на модели: XS. Рост модели: 179 см. ОГ-ОТ-ОБ: 82-58-87 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-t/6234916229.jpg,yes,1007,5.0,Zolla,468935500,Блузка Zolla,2,https://www.ozon.ru/product/bluzka-zolla-468935500/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Удлинённая белая женская рубашка с крупным элегантным принтом поможет добавить оригинальности и разнообразит привычный деловой образ. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, закруглённый нижний край, удлинённая спинка, застёжка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-2/6234929378.jpg,yes,1169,5.0,Zolla,470136620,Рубашка Zolla,2,https://www.ozon.ru/product/rubashka-zolla-470136620/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,"Нежная женственная блузка из эластичной хлопковой ткани с фактурным узором добавит вашим образам лёгкости и изящества. Прилегающий силуэт, круглый вырез, короткий рукав фасона ""фонарик"" на резинке. Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 84-60-86 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-z/6262174427.jpg,yes,1079,0.0,Zolla,507135312,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-507135312/
Zolla,"Одежда, Женщинам, Одежда больших размеров",Белый,"Стильная женская блузка из эластичного трикотажа с узором в клетку и пояском в тон подойдет как для нестрогого офисного дресс-кода, так и для комфортной повседневной носки. Эластичный материал, полуприлегающий силуэт, круглый вырез, рукав 3/4, съёмный тканевый пояс в комплекте. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-q/6234939194.jpg,yes,881,4.5,Zolla,468946141,Рубашка Zolla,4,https://www.ozon.ru/product/rubashka-zolla-468946141/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,"Чёрная женская рубашка в крупную клетку поможет вам создать множество стильных образов в деловом и кэжуал стилях. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, накладные нагрудные карманы, закруглённая нижняя кромка, пуговицы скрыты под планкой. Размер на модели: XS. Рост модели: 175 см. ОГ-ОТ-ОБ: 86-58-90 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-e/6167443070.jpg,yes,1025,5.0,Zolla,416352799,Рубашка Zolla,3,https://www.ozon.ru/product/rubashka-zolla-416352799/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Хаки,Блузка прямого силуэта из нежной и шелковистой вискозы с декоративной молнией и накладными карманами удачно впишется в повседневный образ с джинсами любого фасона. Размер на модели: XS.,Женский,https://cdn1.ozone.ru/s3/multimedia-m/6234962086.jpg,yes,1151,0.0,Zolla,468956737,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-468956737/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Однотонная рубашка с отложным воротником и короткими рукавами выполнена из легкого, ""дышащего"" материала в составе которого скомбинированы вискоза и лен. Лаконичная и универсальная модель прямого силуэта дополнена нагрудным кармашком. Такая рубашка станет прекрасным вариантом для создания множества комфортных и стильных повседневных образов. Размер на модели: XS. Рост модели: 175 см. ОГ-ОТ-ОБ: 78-60-88 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-6/6056884434.jpg,yes,881,4.7,Zolla,248962005,Рубашка Zolla,31,https://www.ozon.ru/product/rubashka-zolla-248962005/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,Ярусная блузка нежного молочного оттенка с круглым вырезом и разрезом на спинке. Модель прямого силуэта прекрасно сочетается с джинсами скинни и брюками узкого кроя. Размер на модели: XS. Рост модели: 175 см. ОГ-ОТ-ОБ: 78-60-88 см.,Женский,https://cdn1.ozone.ru/s3/multimedia-w/6066143732.jpg,yes,845,4.8,Zolla,248961497,Блузка Zolla,17,https://www.ozon.ru/product/bluzka-zolla-248961497/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Темно-синий,"Изящная блузка прямого силуэта с цветочным принтом и акцентным рукавом формы ""фонарик"". Застежка-молния на спинке. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-x/6234956193.jpg,yes,962,0.0,Zolla,468953296,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-468953296/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,"Лёгкая женская блузка с элегантным принтом прекрасно дополнит повседневный образ с джинсами, брюками или юбкой в стиле casual. Прямой силуэт, V-образный вырез на пуговице, спущенный короткий рукав с отворотом и подхватом на пуговице, закруглённая нижняя кромка, удлинённая спинка. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 83-60-88 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-5/6247645445.jpg,yes,1295,5.0,Zolla,484803618,Блузка Zolla,2,https://www.ozon.ru/product/bluzka-zolla-484803618/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Светло-зеленый,"Красивая женская блузка из эластичного трикотажа с цветочным узором и пояском в тон подойдет как для нестрогого офисного дресс-кода, так и для комфортной повседневной носки. Эластичный материал, полуприлегающий силуэт, круглый вырез, рукав 3/4, съёмный тканевый пояс в комплекте. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-a/6234939466.jpg,yes,782,4.0,Zolla,468946326,Рубашка Zolla,1,https://www.ozon.ru/product/rubashka-zolla-468946326/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Темно-синий,"Лёгкая женская блузка с цветочным принтом прекрасно подойдёт для расслабленного повседневного образа в стиле кэжуал. Прямой силуэт, круглый вырез на пуговице у ворота сзади, длинный объёмный рукав с эластичной резинкой на манжете. Размер на модели: S.",Женский,https://cdn1.ozone.ru/s3/multimedia-b/6247653155.jpg,yes,899,5.0,Zolla,484815834,Блузка Zolla,1,https://www.ozon.ru/product/bluzka-zolla-484815834/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,"Чёрная женская рубашка из лёгкой вискозной ткани с плотным контрастным паттерном эффектно дополнит ваш повседневный образ в стиле кэжуал. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, накладной нагрудный карман, закруглённая нижняя кромка, планка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-s/6234939196.jpg,yes,1145,4.8,Zolla,468946052,Рубашка Zolla,4,https://www.ozon.ru/product/rubashka-zolla-468946052/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Темно-синий,"Рубашка свободного кроя в тонкую полоску разнообразит ваш повседневный образ. Модель с длинными рукавами и закругленным низом будет одинаково хорошо смотреться как заправленной в брюки или джинсы, так и на выпуск. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 82-60-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-x/6029268501.jpg,yes,665,4.4,Zolla,203035021,Рубашка Zolla,9,https://www.ozon.ru/product/rubashka-zolla-203035021/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Светло-зеленый,"Женский джемпер из мягкого эластичного трикотажа ажурной вязки - комфортная, но при этом нежная и женственная модель, которая будет уместна в любой обстановке. Прямой силуэт, круглый вырез, объёмный длинный рукав с узкой манжетой. Размер на модели: XS. Рост модели: 177 см. ОГ-ОТ-ОБ: 84-60-90 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-g/6262172644.jpg,yes,1329,5.0,Zolla,507126654,Рубашка Zolla,1,https://www.ozon.ru/product/rubashka-zolla-507126654/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Темно-синий,"Принтованная женская блузка с мелким пёстрым узором в крапинку прекрасно дополнит повседневный образ с джинсами, брюками или юбкой в стиле casual. Прямой силуэт, V-образный вырез на пуговице, спущенный короткий рукав с отворотом и подхватом на пуговице, закруглённая нижняя кромка, удлинённая спинка. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 83-60-88 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-h/6247644809.jpg,yes,1151,5.0,Zolla,484803026,Блузка Zolla,1,https://www.ozon.ru/product/bluzka-zolla-484803026/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Хаки,"Женская рубашка из лёгкой ткани с камуфляжным принтом эффектно дополнит ваш повседневный образ в стиле кэжуал. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, накладные нагрудные карманы, закруглённая нижняя кромка, пуговицы скрыты под планкой. Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 81-57-86 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-8/6167442812.jpg,yes,1309,5.0,Zolla,416351798,Рубашка Zolla,4,https://www.ozon.ru/product/rubashka-zolla-416351798/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Удлинённая белая женская рубашка с контрастным поясом в комплекте поможет добавить оригинальности и разнообразит привычный деловой образ. Приталенный силуэт, отложной воротник, длинный рукав с манжетой на пуговице, закруглённый нижний край, удлинённая спинка, застёжка на пуговицах, съёмный тканевый пояс на кольцах в комплекте. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-h/6234917369.jpg,yes,1151,5.0,Zolla,468936182,Рубашка Zolla,1,https://www.ozon.ru/product/rubashka-zolla-468936182/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Горчичный,"Блузка без рукавов выполнена из легкого, красиво струящегося материала горчично-желтого цвета. Прямой силуэт, V-образный вырез, планка на пуговицах, скругленный нижний край. Размер на модели: XS. Рост модели: 175 см. ОГ-ОТ-ОБ: 78-60-88 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-g/6066143680.jpg,yes,719,4.6,Zolla,244690350,Блузка Zolla,15,https://www.ozon.ru/product/bluzka-zolla-244690350/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,"Белая женская рубашка с принтом - стильный вариант для комфортной работы и приятного отдыха. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, накладной нагрудный карман с металлическим пином-нашивкой, закруглённая нижняя кромка, короткие боковые разрезы, застёжка на пуговицы. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-a/6234916786.jpg,yes,1223,5.0,Zolla,468937188,Рубашка Zolla,1,https://www.ozon.ru/product/rubashka-zolla-468937188/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,"Чёрная женская рубашка из лёгкой вискозной ткани с контрастным граффити-принтом эффектно дополнит ваш повседневный образ в стиле кэжуал. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, накладной нагрудный карман, закруглённая нижняя кромка, планка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-v/6234938659.jpg,yes,1145,4.9,Zolla,468945333,Рубашка Zolla,8,https://www.ozon.ru/product/rubashka-zolla-468945333/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Слоновая кость,"Must-have весенне-летнего гардероба - легкая блузка молочно-белого оттенка, украшенная нежным кружевом. Модель прямого силуэта выполнена из мягкой, ""дышащей"" вискозы. Круглый вырез, застежка на пуговицу на спинке. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-j/6056907667.jpg,yes,779,4.7,Zolla,244690203,Блузка Zolla,19,https://www.ozon.ru/product/bluzka-zolla-244690203/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Удлинённая белая женская рубашка с крупным элегантным принтом на спинке поможет добавить оригинальности и разнообразит привычный деловой образ. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, закруглённый нижний край, удлинённая спинка, застёжка на пуговицах. Размер на модели: XS.",Женский,https://cdn1.ozone.ru/s3/multimedia-b/6234916895.jpg,yes,1322,5.0,Zolla,468936037,Рубашка Zolla,1,https://www.ozon.ru/product/rubashka-zolla-468936037/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Бежевый,"Лёгкая женская блузка с пёстрым леопардовым принтом удачно дополнит ваши стильные образы для офиса и на каждый день. Прямой силуэт, V-образный вырез с короткой планкой на пуговицах, длинный рукав с манжетой на пуговице. Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 86-63-92 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-r/6167442867.jpg,yes,1439,4.7,Zolla,416351991,Блузка Zolla,7,https://www.ozon.ru/product/bluzka-zolla-416351991/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Светло-зеленый,"Лёгкая женская рубашка свободного силуэта с коротким рукавом, дополненная очаровательным нежным принтом прекрасно подойдёт для создания комфортного и романтичного повседневного образа в тёплую погоду. Отложной воротник, спущенная линия плеча, короткий рукав с отворотом, нагрудный карман, застёжка на пуговицы. Размер на модели: XS. Рост модели: 172 см. ОГ-ОТ-ОБ: 84-60-86 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-c/6272317548.jpg,yes,1614,0.0,Zolla,522266375,Рубашка Zolla,0,https://www.ozon.ru/product/rubashka-zolla-522266375/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Бежевый,"Лёгкая женская блузка прямого кроя с коротким рукавом и узором в пёструю крапинку прекрасно подойдёт для создания расслабленного делового или очаровательного повседневного образа. Прямой силуэт, отложной воротник, короткий спущенный рукав с отворотом, короткая планка на пуговицах, короткие боковые разрезы. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 83-60-88 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-j/6247652551.jpg,yes,1223,5.0,Zolla,484818058,Рубашка Zolla,1,https://www.ozon.ru/product/rubashka-zolla-484818058/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Хаки,"Женская блузка с лаконичным принтом добавит в образ романтичный настрой, оставаясь при этом абсолютно практичной и комфортной в носке. Прямой силуэт, отложной воротник, длинный рукав с манжетой на пуговице, закруглённая нижняя кромка, застёжка на пуговицы. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 84-61-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-9/6234939105.jpg,yes,1519,4.6,Zolla,468946291,Рубашка Zolla,7,https://www.ozon.ru/product/rubashka-zolla-468946291/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Бежевый,,Женский,https://cdn1.ozone.ru/s3/multimedia-a/6029391850.jpg,yes,789,4.9,Zolla,203035162,Блузка Zolla,20,https://www.ozon.ru/product/bluzka-zolla-203035162/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Красный,Лёгкая блузка прямого силуэта из воздушного шифона с мелким принтом подчеркнёт женственность вашего образа. Размер на модели: XS.,Женский,https://cdn1.ozone.ru/s3/multimedia-r/6247658139.jpg,yes,1151,0.0,Zolla,484847101,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-484847101/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Черный,Блузка прямого силуэта из нежной и шелковистой вискозы с декоративной молнией и накладными карманами удачно впишется в повседневный образ с джинсами любого фасона. Размер на модели: XS.,Женский,https://cdn1.ozone.ru/s3/multimedia-f/6234962403.jpg,yes,1151,0.0,Zolla,468956735,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-468956735/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Белый,"Белый женский топ из эластичного ажурного кружева с полупрозрачной кокеткой и рукавами станет очаровательным украшением вашего гардероба. Непрозрачный подклад, прямой силуэт, круглый вырез, короткий спущенный рукав. Размер на модели: XS. Рост модели: 176 см. ОГ-ОТ-ОБ: 84-61-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-j/6286557355.jpg,yes,1199,0.0,Zolla,543928024,Блузка Zolla,0,https://www.ozon.ru/product/bluzka-zolla-543928024/
Zolla,"Одежда, Женщинам, Блузы и рубашки",Голубой,"Женская блузка с фактурным цветочным узором с блёстками на передней части прекрасно подойдёт к романтичным и женственным повседневным аутфитам. Силуэт ""баллон"", круглый вырез, спущенный короткий рукав, эластичная утягивающая резинка на нижней кромке. Размер на модели: S. Рост модели: 176 см. ОГ-ОТ-ОБ: 84-61-89 см.",Женский,https://cdn1.ozone.ru/s3/multimedia-o/6286557360.jpg,yes,1399,5.0,Zolla,543930952,Блузка Zolla,1,https://www.ozon.ru/product/bluzka-zolla-543930952/
